,rating,reviewText,summary
8599,5,I found this short erotica nicely done. The author has a great story. I find that most erotica's are just about sex. This one was not. I think the author did a very good job. I say try it and see for yourself. :),Great sensual details
8600,2,I really like James' books. I think I've read them all. This just wasn't as interesting. It felt flat without as much characterization.,Okay at best
8601,4,"Madeline `Maddie' Carpenter's life hasn't changed since she won the lottery one year ago along with her best friends Brittney and Lauren.  Rather than go on a spending binge she still lives in the same house, works the same job, and hasn't indulged in anything life altering that most people who play the lottery dream of doing.  Her life is very ordinary - at least it was until the evening of Brittney's wedding when Maddie dares to step out of her comfort zone and accept the wedding reception singer's not so subtle offer to visit his hotel room.Tanner Robinson is a singing superstar who just happens to occasionally agree to do private performances.  He's agreed to sing at Brittney's reception but there's a tinge of resentment in doing so since all his love songs were written for his ex-wife, who'd left him for a woman.  He'd just received his final divorce papers the day before and that just adds to his discontent and frustration.  Mindless sex has been a great way to alleviate his restlessness - and he goes looking for just that when he enters the hotel bar and propositions Maddie.Maddie isn't like any of the women Tanner's been photographed with or use to for that matter.  She's not `Hollywood,' she's real - no flashy clothes, rabbit food diet, and no ulterior motive for sharing time with him.  He might have gone looking for a one night fling, but what he found is a woman he can't resist - and he honestly isn't sure how he feels about that.  One thing's certain, even once he returns to his normally busy recording schedule he can't stop thinking about her.  Maddie carries her own insecurities but she's willing to risk her heart for Tanner, but is she prepared for the pretentious world of a popular singer?  What about Tanner... can he let go of his ex-wife's betrayal and find a happily-ever-after with a woman who's paralyzed with fear of changing anything in her life?Who hasn't dreamed of the changes they'd make in their lives if they could just pick those lucky numbers?  Now imagine if you actually did win but making any of those changes is just too overwhelming.  Karen Erickson's FORTUNE'S PROMISE provides readers with just such a scenario and throws in a newly divorced popular singer just to complicate matters - the results are decidedly entertaining and highly memorable.  As a reader I found it very easy to relate to Maddie and her discomfort with change but loved that she steps out of her comfort zone with Tanner for an undeniably naughty night.  FORTUNE'S PROMISE is a beautiful story of two people moving past their fears, letting go of their pasts and embracing the possibilities of a future together.  It's definitely a story that just makes you feel good about life in general - even if you don't win the lottery.I confess I haven't read the other titles in the FORTUNE's series so obviously the books can be read as stand alones but I'm definitely curious enough about Brittney and Lauren that I'll be picking up copies of the other stories soon.  Here are the titles in the FORTUNE series in order:FORTUNE'S DECEPTIONFORTUNE'S PROMISEFORTUNE'S CHANCEOr if you prefer your books in print format pick up a copy of LUCK OF THE DRAW which contains all three of the FORTUNE stories.Chrissy Dionne (courtesy of Romance Junkies)",4.5 blue ribbons from Romance Junkies
8602,5,"I have loved listening to Elder Ballard's talks in General Conference for many years, so I'm sure I'll love this book.  I haven't started reading it yet, but hope to in the fairly near future.",I know I'll love this book
8603,5,"NO SPOILERS or plot summaries. Recommendations included.HIGH LEVEL: This little book  is #1 of the paranormal romance/erotica series ""Cougar Falls"" that features a variety of shifters. There is really only one thing that will influence how much you will enjoy this book- assuming you generally enjoy this genre in the first place: Would you find a m&eacute;nage encounter between one sexy lady and three hot brothers erotic? That is the only question to ask yourself. If you find your curiosity piqued or you KNOW you would, then read this. If not, then move on to something else.Reading order in the series:Rachel's TotemIn Plain SightFoxy LadyCHARACTERS: All these characters are sweet and sexy. It's a quirky little town with quirky people. This is a FAST read, so not a lot of development. I was actually surprised at how well the entire town was depicted in such a short book. While no one was fully developed, I got a good sense of the character of the place.PLOT: Again, this is a novella in a genre known for keeping things simple. Not a big plot line here- but for what it is, it's well done. It is definitely more creative than most I've read and opens up a world of possibilities for future books. All told, brilliant execution through simplicity.BOTTOM LINE: Recommended if you are up for some erotically messy f/m/m/m- no BSDM or m/m. This book is what it is and either you'll have fun with it or you won't.RECOMMENDATIONS: (some of these are more erotic than others...)1. Vivian Arend'sWolf Signs: Granite Lake Wolves, Book 1fun, light were-romance series (lower on the erotic scale)2. Vivian Arend'sTidal Wave: Forces of Nature, Book 1- a light, lusty read with frolicking dolphins3. R.G. Alexander's steamy vampire/were/witch romance series:Regina in the Sun (Children of the Goddess)(highly erotic)4. Dana Marie Bell'sDare to Believe (The Gray Court)- sexy, humorous para-romance with all manner of fae: Sidhe, dragons, leprechauns, vampires and more5. Dana Marie Bell'sThe Wallflower: A Hunting Love story, Halle Puma Series Book 1.- sweet, light para-romance series with a sense of humor & whimsy6. Kresley Cole's adventurous  and intricate magical romance series (never mind the ridiculous title):A Hunger Like No Other (Immortals After Dark, Book 1)7. Jacquelyn Frank'sJacob (The Nightwalkers, Book 1)- demons, were, vamps and other fae finding their better halves in races that should be the enemy8. Renee Michaels' sexually adventurous, but basic werewolf romanceHer Chosen Wolf: The Were Chronicles, Book 1(highly erotic)9. Moira Rogers' basic werewolf romance series:Cry Sanctuary: Book 1 of Red Rock Pass series(less erotic)10. Moira Rogers' magically diverse romance seriesCrux: Southern Arcana, Book 1(less erotic)11. Loribelle Hunt's sexually daring werewolf romance Once Bitten [Spellbound Moon 1] (highly erotic)",BE WARNED: Either this is your thing... or it isn't
8604,3,"I'll break this into likes and dislikes.Dislikes:1)Chronic overuse of the word ""intimated"". I kept thinking ""Gad's, there's that stinkin word again and again and again."" It was used in every chapter.When this type of adjective is needed, a good author needs to use a smattering of similar words that mean the same thing so the reader isn't seeing the same word everywhere.2)Along the same lines as number one, certain things were repeated much too often. One other review mentions the ""knitted eyebrows."" I agree. How many times can a character knit their eyebrows? I was actually tempted to count all the times this was used. Readers are smart and pick up on overuse of a word, phrase or mannerism. Change it up and keep from reusing the same thing over again and again.3)Vampires were referred to as people. They are not.4)I can forgive much of the English slang (British) but ""smeldt"" is the foulest, poorest grammar choice I have ever seen. You smelled something. Not smeldt it. It is accepted there but it's just so wrong. Every other version of British slang is perfectly fine as long as the story is not taking place in the US. Many British indie authors, use their British slang, but place their story and characters in the United States where Americans just don't speak like that. This author didn't do that, so it was fine.5)Hire an editor before releasing your books and the ratings will soar. There were many many mistakes. You can't pay for a nice front cover and other little things you purchased while putting your book together and disregard the inside work which is the most important. Your WORK is the most important thing. Edit it. I'd much prefer a plain brown wrapper on the book if it was perfectly edited.6)I get concerned about truthfulness in reviews when to me many of them appear to be staged. There is a very large grouping of five star ratings with short comments all within a small amount of time. I've seen this many times. If a book has problems like this one does, having some staged reviews to make the book appear better and more popular doesn't really work. All the real reviews will eventually come and the top reviews stick out like you got help from friends, family, fellow authors and perhaps created accounts just for this purpose. All of the five star ratings that appeared right next to each other in a two to three week period of time just isn't plausible nor believable. Maybe they're real, but they don't look like it.7)I also had a problem with the entire book getting all the way to the prophesy being fulfilled only to have it be a gigantic mistake.  Huh?  Really odd.  Its like you just read a long book and never got anywhere with it.I'm done picking it apart....Likes:Each character, separately, were created rather well and the author was creative. There were many different characters introduced here and it's not easy making them different and interesting. It was a bit daunting to have all these different vampire clans, but at least this book didn't sound like everyone else's.Thank you for keeping pages and pages of filler sex out of it. I much prefer an author show gradual love between two people then fill pages of sexual situations. The writer did a nice job of keeping the tension going and slowly building the relationship. I'm guessing this was in the YA cat.Thank you once again for making Prophecy a strong independant woman. My favorite part about the book was when she tore into Valentine when she thought he was telling her what to do and that he did not own her. Bravo. I'm not a fan of swearing in books, but the use of it in this situation was perfect and if it had been me, I'd have done the exact same thing.All in all, a good cast of characters and enough interest to maybe see where this story goes in the future. Decent job!","Better Then Some Indie Books, But..."
8605,2,This book was a total disappointment. It basically went like this :Girl allows everybody at work and home to walk all over her. Girl thinks new boss hates her. She finds out her cousin is sleeping with her boyfriend in girl's own house and bed. Girls goes to work and crys to boss.Boss takes girl to his house and they have sex. Girls stays at boss's house that weekend for more sex.Boss and girl continue to have sex until they say they love each other. The end.Oh and in 1 page or 2 girl gets counseling and backbone. The end.I didnt feel the connection and I couldnt figure out when they fell in love.I mean really ....is it too much to ask for a story in between the erotic sections??,Total disappointment!
8606,4,Like the history of the Jews wars and all the other history about the rulers in those days and what they were like.  How hostile some of the rulers were and how the Jews finally ended up getting everything destroyed.,wars of the Jews
8607,3,This is a pretty hot/fun menage story. I love both male leads. Just the right amount of aggressiveness when having to men to contend with. I thought it was a fun read and fast moving. It was a quick feel good story and not a serious storyline to it. I would recommend it for an in between book when trying to decide on something more intense to read.,Quick fun read!
8608,4,"Dessa is a dryad who lives in one of the last existing forests in Afghanistan. With war tearing through her country, the forests are disappearing at an alarming rate, and most of the dryads have disappeared to live among mortal people. Dessa aches with loneliness, and her greatest desire is to have a daughter of her own to love and to help her protect the forest. When she meets the American Marine Second Lieutenant Nick Leandros, he warns her to leave the area, but she refuses, believing that she will be able to protect both her forest and the people who reside close by. The airstrike that follows kills the people who refused to leave, decimates her forest, and sends Dessa running...to the mortal world.Nick is wracked with guilt over the death of the shepherd family, especially the children. The resulting post traumatic stress disorder causes him to not only go AWOL from the military, it also changes his very being from man to chimera. Now instead of one, he is three, wandering the world broken and without conscience. It's not until he encounters Dessa five years later that he comes to understand the monster he has become.When she encounters Nick by chance in the Australian casino where she works, something within him calls to Dessa. He resounds of her lost forest. The years she has spent in the mortal world have not diluted her yearning for a daughter, and even though he is unwilling, she knows that Nick is her mate destined to give her a child. If she has to tether him, bind him to her with her dryad magic in order to get what she needs, so be it. They are both broken by war; can they possibly make each other whole again? Maybe instead of the bindings of magic, what they need is the healing power of the human heart.********In her novella Wild, Tethered, Bound, Stephanie Draven gives us an intriguing and emotional tale of pain, guilt, and the healing powers of love. This story mixes the brutal realism of war with creatures of mythos, giving us a reading experience that is both pleasurable and absolutely unique. This is no simple throw-away romance. While this novella is quite short, Ms. Draven packs a lot into its pages, and I found myself dwelling on it well after I had read the final page.Ms. Draven gives us strong and complicated characters in Dessa and Nick. Neither is what you would typically expect to find residing within the pages of a romance novel. Not only is Dessa a magical being surrounded with the mystique of an immortal, but she is strong and determined and hell-bent on obtaining that which she desires the most. She is also vulnerable enough to catch our sympathy, especially when she sees how her actions affect Nick.Nick is fascinating. He is a chimera, equal parts dragon, lion, and goat, but he is human as well and a very damaged and fragmented soul. This presents something of a puzzle to the reader. Is he really a chimera of myth? Is the split within him physical or simply psychological? I found myself repeatedly posing this question to myself as I read this story. Ms. Draven does an excellent job presenting Nick as three separate beings who are in actuality one person, and when this spills over into the story's love scene, the results are surprisingly sensual.In all, I found Wild, Tethered, Bound to be readable, entertaining, and quite thought-provoking. The blend of fantasy and reality that this story offers us is exceptional, and the conflict and characters ensnared me.  Ms. Draven is a writer to watch, I believe, and I am extremely interested to see what she comes out with next.",entertaining and thought-provoking
8609,4,"I am a huge Carolyn Faulkner fan. There is something about her writing that always draws me in even if the subject is beyond that which I think I can handle. Both this novel andPrimadeal with a post apocalyptic society in which women are scarce and slaves to men. In this society men can do whatever they want with women -- though few remain. The women don't consent to it - their ownership is out of their control. Tria, like Prima, centers on one woman and her story. There is some pretty intense play here of a BDSM nature such as caning, paddling, and the like. No matter what her owner does Tria seems to like and enjoy it -- even if she is in pain while it happens. The emotional journey she goes on and how she comes to accept herself are what makes this more than PWP.This is NOT for any average reader nor anyone who is a dabbler - no sugar kink here. This is hard core and non consensual but with a plot and story. It's not quite as good as the first one (the story just doesn't flow as well) but is still a very good book. It is a particular favorite of mine and one of Faulkner's best in my opinion.",Super interesting story - if you like severe non consensual BDSM
8610,4,"I liked the story; both male characters were total opposites but both great in their own way.  I did get a bit worried around half of the book because I could not figure out how the plot will be arranged to end in a way I like, but the resolution of the story was actually well done and it nicely surprised me.A nice read for those who enjoy erotic genre.",Chasing Sunset
8611,2,"I'm going to give it a star for quality of writing, and another star the writers ability to keep a ghost story rolling to the end. Most ghost stories are extremely boring, but this one was not too bad. Creeped me out more then it bored me.I didn't really understand why Twila was dreaming about this ghosts bedplay so much. I know it was to add to the story, but instead, it seemed to take away from it. And it made the ghost seem to be in it for another romp. Sex is not the only thing in life to live for. I did not feel any chemistry between the ghost and her lover, because all we got to see was the sneak around bed sports.In the end, I was a bit confused, but I took it in stride, because really, ghost stories don't have to make sense. They Just have to be creepy.Good job to the writer for not putting me to sleep. :-)",Just another boring ghost story
8612,2,"This book is written for young, immature audience. Although it's comical it racist slurs wasn't suitable for my liking. It is definitely a fiction because as a teacher I can honestly say such bizarre activity doesn't exist in a classroom setting.",Immature Read
8613,4,"A clever little novella. To those people disgusted by a story about serial killer: What did you think you were downloading? And you rate it 1 star and are disgusted. If the description said a book on flowers I could see it.This is a complete novella, begining middle and end. Fast little read on two killers hunting each other in close proximity.Almost as good as the story is the interview with the two authors at the end.",Survival of the sickest
8614,2,"The premise of this book gave me high hopes for the adventures that would happen within its pages, but unfortunately I was disappointed. The book starts off with Mina doubting her relationship with her long time boyfriend Sam and feeling smothered by him simply because she sees a hot guy. Enter Blake, who is apparently so perfect and gorgeous he fails to get any type of personality beyond the cliche of the tortured bad boy who is actually a Nice Guy. Things change so quickly between Mina and Sam that their whole relationship is pretty much pointless. Sam is disposed of very conveniently early on, and I'm left to wonder if the book would have been a lot better without his character. Sam is really only the catalyst to keep Mina and Blake apart a bit longer and to distance Mina from her friends since they disapprove of Blake. The whole ""relationship"" between Mina and Blake is just so quick and based on nothing, that I couldn't even appreciate the few moments that were cute. ""Love"" based on destiny and the fact that a couple HAS to be together because it was written that way really offends me. What about free will and choice?Who is Mina? I'm not quite sure. Despite the fact that she is narrating the book, I feel like I have no clue who she is and what she is interested in, besides Blake. Sometimes I didn't really know what was happening at all, in fact. What exactly IS The Realm? I actually don't even have a clue. There's all this mysticism going on, with some immortal characters from the past and some that are mortal, but somehow related to people from Arthurian times. I just have absolutely no clue how it all works. It's fine to leave a bit of mystery, but when the reader doesn't understand anything about the world you've built (or failed to build), I think that's a problem.There is a lot of foreshadowing of doom and gloom at the beginning of the book which is annoying, especially because those levels of said doom and gloom didn't really seem to appear. Yes, bad stuff happened. But apocalyptic, everything is doomed levels of gloom? Not so much. Everything in the book seems a bit disjointed, in fact. There are random details about the background characters thrown in just for the heck of it, it seems, because they definitely didn't serve any purpose to the greater story. Add in some grammar mistakes and major formatting issues with the eBook version of the novel, and it leads me to believe there was very little proofreading.The last fifty pages of the book are infinitely better and more interesting than the rest of the book, and the ending feels like an entirely different book with how intriguing and well written it is. When I finished reading the book I admit that I was curious about what will happen next, but not enough to pick up the next book. The deficiencies that plague the majority of this story will definitely prevent me from reading on in this saga.",Not for me
8615,5,I have really enjoyed this book and look forward to more of the series. Bob Moats has a flair for writing that keeps the reader engaged.,Love this book!
8616,2,"I was disappointed with this book.  I loved Flat Out Love, the first book I read by this author, so RF was on my Wish List and when it happened to go on sale for $.99, I bought the book right away.  I had no idea what RF was about.  I didn't read the summary.  I liked FOL so much that I just knew I'd like anything this author wrote.  Well, I was wrong.This book's main character is a 15-year old girl.  The story has a juvenile's focus and it's not what I expected.  This book didn't keep me up reading late into the night.  I was constantly checking to see how much more I had left until the end of the book.  With that being said, I'm still hopeful that this author's new book Left Drowning will be more enjoyable to read.",not great like Flat Out Love
8617,4,"I wish I could give half stars. If so, I would give this 3 1/2 stars, but I can't so I will be nice and give it 4. It's not a bad book for the price (I got mine for $0.99). I will say that the editing was simply atrocious, but if you can get around that, it is a quick read. The characters are likeable and the story moves along pretty quickly. However, there were a few parts that I felt were too contrived and not overly believable to actually happen in real life. BUT, the love scenes were HOT and steamy, very well done. I finished this in a day, so go ahead and read this if you are a fan of the author (which I am) and are interested in escaping reality for a few hours.",Good to read on a rainy day...
8618,5,"This tale had everything, something historical, lots of action, characters with a sense of cooperation, imagination, and a unique way of making do with what they found. Plus I found the fate of Captain Nemo.",Great Story
8619,4,This was a sweet story with a great ending!!!!  The characters were very agreeable for the most part. Glad I read it.,sweet story
8620,4,"This  book has a great pace and plot twists to keep the reader interested.  The juxtaposition of what the patient required versus the goal of the surgeon is a bit frightening. Overall, I found this book to be a book I would recommend for any adult.",Interesting
8621,4,"If you are a reader of the lost fleet, you have to get this book to see the conclusion of their journey. If you are starting out, you need to read all of the others in sequence.",Good reading
8622,4,"This was basically a fast read that the storyline also went fast, but this was a good story. I just felt that the book was sorta rushed.",pretty good
8623,1,"Honestly I can't believe I perservered to the end but I wanted to be fair.  What was the book about exactly?  Nothing I think, because both the plot and the characters had no personality and it was child-like in style, but not in a good way, more like when there is something missing.  I am so glad it came free otherwise I would be upset.  Not for me!!!!!!!!!!",What just happened?
8624,3,"Warning: This review might contain what some people consider SPOILERS.Rating: 6/10PROS:- I love the idea of eternal love and soul mates, and very few storylines can get away with that as easily as the ""werewolf meets his mate"" one. They see each other the first time and just know that they were made for each other. (see cons below also)- The characters are cheesy and stereotypical, but I must admit to finding a guilty sort of pleasure in reading about small, victimized men who are rescued by their heroic, strapping lovers. Sasha is THE stereotype of a helpless damsel in distress like those so popular in the bodice-ripping romances of years ago. And Vadim is, of course, the perfect Alpha. Strong and imposing yet utterly selfless and kind. He's quick to anger, but only when someone's being taken advantage of or he discovers injustice in the world.- There's never a shortage of action and drama in Glenn's stories. The characters get over one hurdle, have sex, get over another hurdle, have sex, misread each other and separate, make up and have sex, and so on.- This story takes the mental communication between werewolf mates to a deeper level than I've seen in other stories. I liked not only seeing Vadim and Sasha carry on entire conversations no one else can hear, but also seeing other mated couples engaged in discussions no one else is privy to and having to guess at what they're saying based on their body language.CONS:- As much as I love stories about werewolves and their life mates, the idea that a character can meet someone and automatically be in love with him seems to me like a lazy storytelling technique sometimes. The author doesn't have to put any effort into establishing an emotional connection or building up sexual tension. It's just there. Bang. In this story, the characters have performed the mating ritual (which is basically akin to marriage, with no option of divorce) before Sasha even knows Vadim's name.- The writing tends to be shallow and repetitive sometimes. This occurs near the beginning, for example: ""The little man was his now""...and then a few paragraphs later: ""The sexy man beneath the desk was no longer theirs. He belonged to Vadim now.""- The whole book reads like a first draft that was written in about 2 weeks and then never edited. There are obvious editing errors throughout, and the story incorporates a large number of clich&eacute;s and hackneyed phrases. Some of the typos are so blatant it seems like the author didn't even read the story over before it was published, much less an editor.Overall comments: Glenn's stories have a tendency toward over-the-top drama, as is evident at the end of the first paragraph of this story: the two main guys meet and immediately recognize that they're mates, and Vadim is ""stunned!"" (I didn't add the exclamation point; it's in the book.) But I keep reading her stories, because in spite of their soap-opera feel, they're entertaining little diversions.",Silly but still likeable
8625,4,"Translight is an enjoyable and well written story. The characters posses depth and the relationships make sense. It's a difficult balance to provide enough detail and complexity to engage serious readers, while not slowing down the story's momentum - I think he pulled it off here. At times I wanted more, but I finished Translight last night and will by the second book today - so clearly it's worthy of the 4 stars. Doug Farren - thanks and I look forward to reading more of your work.",Enjoyable and well written
8626,2,nothing special but nothing bad either. a harmless read when you have nothing to read and it was freeskip it,Fine
8627,1,"MJD's writing has gradually become erratic and disappointing. I know this is just a short prequel, but it still manages to display some of the most annoying characteristics of her more recent books. Characters are caricatures. The humour is too forced, too over-the-top, tries too hard to be hip, is not funny, and overall it insults her fans and former fans. In short, it bombs.I used to buy her books as soon as they came out. Then I started trying them out first from the library, as soon as they came out. Then I started eventually getting around to reading them from the library, when I had nothing else new to read.  Now, I'm not sure I will even bother reading any of her new books. I don't know what happened, or why her editors let her get so far off-track, but this short piece, like some of her recent longer works, was painful to read.",Another Bomb
8628,3,Did not keep it because I did not keep the Kindle Fire.It would have been worth having if I had kept the Kindle Fire.,Returned item
8629,2,"Short, quick, stories for a quick read when your on the go. The stories are a bit different and okay. Overall this is a good book to read when you a little something to read before or while waiting in a office.",wow
8630,4,"This second book in the series was just as good as the first, with great characters and interesting story.This book cleverly overlaps in time with the first book, Secret Desires, showing the same scenes but with a different perspective. This is the story of Gregory and Ryland who have known they are destined to be mates and have known since they first met years ago. Gregory has been waiting for Ryland to 'grow up' and now that he is over eighteen, Ryland can't understand why Gregory won't claim him.When they finally get together after some initial misunderstandings, it is hot and sizzling. The relationship starts with a bang and from that time forward the two men are all over each. Ryland is totally inexperienced and has been pining over Gregory and Gregory hasn't had sex for 6 years so they are very passionate!Once again not fully understanding the implications of the tri-omega causes problems and suddenly Ryland's life is at risk. Luckily the third mate for the relationship is discovered. Viktor immediately recognises Ryland as he mate but Gregory's prior claiming causes a few concerns but nothing Viktor and Gregory's attraction to each other can't resolve. And luckily Leyland, Lucas and Jake are able to share some more insight into the whole tri-omega workings. ""You know, it would have been really nice if someone had explained all of this to us in the very beginning. Maybe you should think about publishing a f***ing how-to manual,"" Gregory yelled before slamming the phone down.Once again, this is a fun book with great characters and lots of humour. There are some minor editing problems including the odd changing of a minor characters name, noticed but easily overlooked.","Fun, great characters, nice continuation of the series"
8631,4,I have been a fan of J A Konrath for some time now. I enjoy his writing style and the characters he creates. This book of short stories is a sample pack of some of his books. I will be buying and reading 2 of the books previewed here. This is a good way to get your feet wet if you haven't read his books yet.,A decent collection of short stories
8632,5,To say this story was heartwarming was an understatement.  I found the way the two characters came together and interacted wonderful.  I also loved how Ryan found alies within his family that he didn't exect.  Well done!!!,Warmed my heart
8633,3,"It's predictable of course. Predictable plot. Predictable porn. It's not a deep book, but it's a good enough book to while away some free time. It's also well written. All in all, it was satisfactory.",It's ok
8634,3,"As the story opens we meet Quinton and Ralph, surveyors and researchers for the environmental effects of logging.  Quickly the pair runs into the Templeton family at a restaurant in town.  With just one glance, Quinton knows that Regina, the wife, is the woman of his dreams.  The only problem is that Wayne Templeton owns the logging company that Quinton is working with and the fact that Wayne, with his money and respect, basically owns the town.  Quinton doesn't know how Regina feels about him so he goes about finding out.  They decide to meet for dinner the next night and they both feel an attraction for one another.  So while Regina's husband, Wayne is out of town, she and Quinton carry on a loose affair, trying not to be noticed.  Then trouble begins.  Someone has been vandalizing areas of the mill and someone is setting Quinton up for it.  While avoiding the town cops, Quinton and Regina's relationship intensifies, especially when Quinton learns that Wayne is verbally, physically, and emotionally abusive to Regina.  He only wants to take her away from such a horrible husband.The story comes to a peak when the cops come to Quinton's door with evidence that Quinton has done the vandalizing.  Quinton isn't guilty but the problem is that Regina is his alibi.  Needing to work things out in his head, he escapes to the nearby American Indian reservation that Quinton grew up on.  Quinton has been away for a long time but his aunt takes him in and gives counsel as to what he should do about his problems.  He needs to talk to Regina.The closing of the story is where I don't want to give spoilers but the reader finds out who is doing the vandalism when the last act is a huge one.  Quinton doesn't want to lose Regina, he wants to be her white night.  With the cops still thinking he is the perpetrator, he walks right up to the cops and is arresting right away.I don't normally read this kind of romance novel, but it was a freebie on Amazon so I gave it a try.  I'm glad I did.  There was some depth to the story.  Much more so than the Harelequin Romances of old.  The characters could have been more fleshed out and there were a few typos that need editing, but I did like the story.  I found myself rooting for Quinton and Regina.  It was hard to believe that they weren't caught by someone seeing them out, but they weren't.  I do have to mention that the ending was highly unbelievable and disappointing. But now that I have invested myself into this story, I want a sequel to see if the author can redeem the terrible ending to this story.  I do hope Carolyn McCray writes it so I can find out what happens to Regina and Quinton.  3 stars.",The story is ok until the end
8635,2,"I read the entire ""book"" which is the only reason I didn't give it one star.  Apparently this prequel to other Rachel Vincent books in this same genre is supposed to explain some of the backstory and entice the reader to want to read more.  If so, it does a terrible job because nothing is really explained and I had zero desire to read any further in this storyline.I disliked the teen girl protagonist's attitude throughout the short book, although I think she was a reasonably accurate picture of the extreme egocentricity, wild mood swings, annoying sarcasm, and lack of rational thought exhibited by many teenagers today.  I'm the father of two female teens so I've got quite a bit of experience with them.  She may have been accurately portrayed but she wasn't sympathetically portrayed and as a result I could not care less what happened to her.",blech
8636,5,"I had read and much liked two other novels by T. A. Chase, but this is a complex novel of romance and action (and no little sex).  Well written, great plot and fine character development.  Did I mention no little sex?  I guarantee that if you read this, you will read more of Chase's work.  Buy it!  You'll like it!",NASCAR and Hollywood
8637,4,"Brock Martindale's good fortune has turned to bad luck.  His once lucrative modeling career and high profile relationship both are gone and now he's penniless alone and has no idea what to do next.  When he's just about to lose all hope Carey Lindenbay walks into his life and gives him a future to look forward to.  Carey gave Brock's life purpose again and Brock wants to return happiness to the life of the man who quickly became his best friend.I found Coverboy to be more of a buddy story than a romance.  Brock had a frat boy persona.  He let his fame go to his head and ended up alienating those close to him.  Carey was a lifesaver for him.  I like the camaraderie between Brock and Carey, and even though their relationship was sexually physical, I didn't view them as a couple, but more so as friends with benefits.  Dan Skinner has a fun writing style and even though Coverboy wasn't what I was expecting I will look for more of Mr. Skinner's work.LeyReviewed for Joyfully Reviewed",Coverboy
8638,4,Nice read but it keeps one hanging.  Would have liked to have had a more concrete ending.  But a realy good story full of personal perspective.,A Nice Quick Read
8639,4,"Nice, hot and short read!! A few editing errors but was still a good read. Loved Cory, a true Alpha male.",Nice read!
8640,2,"When I read the book description, I thought this would be an interesting read, as a story about a married couple discovering their ""forbidden"" desires and kinks is right up my alley, but when I opened the ebook and realized it was a short story, I had to lower my expectations. Still, I thought it could be good, because skilled authors can make almost anything work.Sadly, that wasn't the case here. The story's premise was never developed into anything resembling a plot. The book description was the whole story, or better, the setup for the sex scene where Roake's and Jenesta's hidden sexual needs were revealed. I've read and enjoyed stories like that (aka smut) before and I'm sure I'll read and enjoy others in the future, so why didn't I like this one? It all comes down to Roake and Jenesta, I'm afraid. I didn't ""connect"" with them so I found myself indifferent to their sex scene and HEA.",Mindless smut
8641,2,"The synopsis definitely caught my interest and I thought Excuse Me, Miss would be entertaining and unique. After an exciting opening, things fizzled pretty quickly, for me. Some of the dialogue was odd and the story itself didn't hold my interest. I really wanted to like it but I guess it just wasn't my cup of tea.",not quite what I'd hoped it would be
8642,3,"Ok the 2nd book was my favorite out of this trilogy, this one was good but it was just a little off for me though I did like the whole BDSM spectrum of this book. It was definitely a quick read just like the other two books were. Easy to get into, and easy to finish. It just didn't leave me hanging wanting more like most books do. But it definitely cracked me up with the book ending with them, going down to the lake to skip rocks. Really? lol.",Ehhhh :Shrugs:
8643,4,Interesting to read. I enjoyed the story very much.  Finding love where you can with who you can is awesome.,everything nice
8644,3,"I enjoyed this story though not as much as the other two of the series I've read. This one dragged too much. I know they were practically on an exodus through the desert but the two characters should not have made the readers feel like they were on the exodus with them. Again, it as an enjoyable read but t dragged a bit",Enjoyable
8645,3,"I just started reading J.A. Konrath so I decided to read this short story. Man, oh man!! Just when I thought I heard or read some of the sick things humans do to each other, I get another rude awakening. This story involves 2 psychos and Jack Daniels (my she-ro). Jack is on her way to meet her fiance when she stops to grab something to eat, unaware there are 2 killers sitting next to her, or knowing what they have been doing and plan on doing with her.",***READER BEWARE***
8646,2,"Ok, I'm normally a very generous book reviewer. Even if I don't really care for the story, I find something good about it to elaborate on. However, this story didn't really have anything good for me to elaborate on. It was a hot mess to be blunt. I know that what goes around comes around and that for my personal rant review of this story I'm going to get it back once I release my story. However, I just didn't like it. If I am being honest it didn't really make a whole lot of sense and it seemed like it was young adult fiction with a little bit of unemotional sex tossed in for good measure. Which these days, a lot of YA books are sex theme based so it really would fit right in.The world-build was a mesh of two different genres that I didn't really understand. Normally I'm a sucker for something new and different. However, this story seemed to take you one place, implant and idea, then totally ruin that idea with something else she tossed in because she wanted to get a whole bunch of things done all at once in a short. If she wanted to create this world more accurately, I think she should have written a full length so she could elaborate better on what she was creating. It basically came off as a little silly to be honest. And normally I'm an easy sell on books, especially shifter ones. This one however, fell way flat for me.",Shapeshifter's Craving
8647,3,"I first thought this would be about a lab experiment that would go extremely good or ugly bad.  I really didn't appreciate Brother Michaels's role or his hoodlums.  It was just too bizarre to be a Jesus story.  The only exciting thing was the asteroid showing up to contend with.  But, it seemed that we went through nine months of Maria being pregnant, because the story was soooo long.  I was skimming where I could skim, just to keep going, thinking things would pick up and excite me.  And, I didn't appreciate the retarded man being named Jesus Christ in the beginning.  It was kind of like, don't muck with my Savior's name, please.  So, it was okay for a couple day read, but wasn't what I was expecting.",IT WENT ON AND ON AND ON!
8648,4,I enjoyed this series author did a decent job of keeping my interest hay hay hay hay hay hay hay,Enjoyed
